sepal_length,sepal_width,petal_length,petal_width,target
5.062908080999124,2.7161347954513073,4.435118869726702,1.6032427069790076,1
4.81504017924165,3.908892113051377,4.707534067659568,0.812811342574353,0
5.079999978699218,2.5941170124224344,4.966816945344564,1.0488700804650848,0
5.694938533617645,2.8732092376629548,5.652231481132923,0.5533262901239063,2
6.112814708925071,2.414533514841894,2.5922918891284406,0.7854594851074609,2
6.5420324261576805,3.2298259218875622,4.802265821310692,0.5017200412377755,0
5.2039575746457905,3.264092130271062,4.161678264301944,1.6733120369059669,2
5.619993718182869,3.054081565203975,4.092329664643926,1.4493030736556765,0
5.035435608195051,3.627519934493885,3.629155708656867,0.3341480210729768,2
6.084193803418132,2.851706204710989,2.8057667975457408,1.7148665291649596,2
5.5344307304377915,3.123689480258804,6.42135855169939,0.9748897566826382,2
6.388951535063362,2.9052483291781437,4.158546484970046,1.223144678858134,1
5.594733292358246,3.4472685434338213,3.3741353603863717,0.7444008598631692,2
5.9394552628141595,3.4202893774501777,4.823232613935876,0.48518569471190576,1
5.446282646761872,3.278241252367976,3.1729032586502353,1.1643968465526682,0
6.1137905723065105,3.31565093320249,4.431529569972274,1.2747201457446626,0
5.109985662469423,2.9556478505660766,2.912463116417964,0.513537686628789,0
5.138371352573096,3.05365592369252,3.4512191525955345,0.9450957447119189,0
5.367994418723857,2.663153779292655,4.784919881246427,0.8338956075785549,0
4.958438931454136,3.6077463668360563,5.104328863143322,1.1967817802968128,2
5.176288910678868,2.728573574841723,2.439988147897334,1.6852196353265674,1
6.999374054293311,2.855337175586918,2.39054412731492,1.3223177616243895,1
5.509279168622249,3.3921129063422515,2.9315606264718683,0.9539640037150261,1
3.5831740606092177,2.918322459475912,4.799554905182931,0.3674470221049785,1
5.144119831091558,2.4946002637479507,3.2200369318938162,0.09779185252760669,0
5.983992782224121,3.4125816531472415,3.5422743080925057,1.6142151033943475,2
6.343495401297284,2.7618176632660867,2.6441739144871197,0.3800810940317,1
5.58464455750884,2.989606177064324,3.7628135900154245,1.4160308218385917,0
4.81313169652766,3.222813454406382,6.207622891042586,0.9864862267378685,0
6.763413561974843,4.225123880695554,5.486903263557206,1.5081170435282605,0
5.208047172756342,3.20340428631256,5.783139112250814,0.9789033097288249,0
5.019453018031783,2.608082832039611,4.937263682712939,-0.013375702658033228,1
6.685813657652983,2.8661711558558207,5.628836894429956,1.3332545924538708,1
5.972220155503143,3.3737736985626063,4.594390483266007,1.3289446292059925,2
5.494533665946185,2.8852259979175763,3.0348174835275232,1.8028342439341514,2
8.379836753983888,3.2312502984172315,2.4158918972228776,0.9674788310417017,0
5.404225064071285,3.198505423483997,0.4239715125747998,0.6224229305107221,1
6.211448657090924,2.568588902690842,4.830676771849376,0.9074479775793942,0
5.046305238748507,3.6651822450263385,3.181685034067298,-0.09872602929664498,0
5.795023992293636,3.8413180373720657,3.9858616920130077,1.4937859855683273,2
6.117037914076672,3.089958063727819,2.5616854323011853,0.34163727305597424,1
5.847722902732043,2.8486510572583432,2.43906457338943,0.8413926370797242,0
6.047217211837737,3.1976248177348614,4.016452728643122,1.3840995945979706,0
5.4579211103226095,3.120673967559295,4.480220814266236,1.042781201506324,2
5.067141645988169,3.0800834859953947,2.7889253332939683,1.9081341919542154,0
6.222126496965956,2.856755050350491,3.3180702421251844,1.0441775986622184,1
4.451059464798771,2.7234330728573424,2.3344302574892533,1.6754736210140835,0
7.31494271458687,2.923562302390143,4.213850643552149,1.6310283850540954,0
6.306981123378998,2.8937612796425665,4.083395521596823,0.5744816434347734,1
8.23475295417915,3.65704527956546,4.47411069090728,0.6048151037190664,1
5.555839563647298,2.6390108364641485,6.234891513902544,1.9608401461165976,2
7.566782647917371,2.965550342420431,5.497005189468134,0.5850778963539002,1
5.056042465111241,2.6288469866797692,3.127866781537488,1.1888958190201966,1
5.934995037117055,2.7182112668198193,2.2976574032594894,1.1021622674202873,0
5.734804856609142,2.6636014372724124,3.1923310040101476,0.13863096627474536,0
4.761182186958351,3.1114547294467347,2.530234499090543,1.6146545075006316,2
4.730183724902345,2.8164367813316518,-0.8005012373907343,1.1660764789889488,2
7.585198518522831,2.7723631301571667,5.564061549585524,1.9316348682866717,2
6.173394434552243,3.288927696238406,4.500733138128597,1.5632906849459327,0
6.36237015997822,3.5927089457584507,3.129018957984478,0.6425242580880242,0
5.96524896339945,3.3477473715115313,6.314276905048958,1.14820045539872,1
5.803187602745619,3.3583832550863066,4.214434068574012,1.2006358619037114,1
6.665897896077437,2.8654495917931087,6.4670845889698825,1.1356326942196457,1
4.1851597280975215,3.6488806743158175,3.739575944520494,0.8446349835520139,0
7.393898126821668,3.1623212363166706,3.013714149463457,1.965798407812151,0
5.946535067876032,3.2079247436927103,3.3108489718113856,0.985504514495386,1
5.479061957438163,3.2151399742306315,1.6567319092077089,1.9802765169113645,0
5.375126878885835,2.6624827686834927,7.628532017605834,1.8397385960781265,0
5.162888538218441,2.9404127928949393,6.3912317404172505,1.1054138196337324,0
5.672596211550404,3.0434976595730143,5.825550975707847,1.9218794903500522,2
6.092408588558716,3.08214097163284,3.014195517564048,1.1025460253855015,1
6.122768288661472,3.2430922076174897,2.8943481953596146,1.6786371835060052,0
6.44060676620737,2.4321206364660513,6.945284888873699,1.9473913693474736,1
4.982299981673628,3.085315533128233,3.5972111243696534,0.9695797888388704,1
7.224604838651049,2.7265004535717203,4.47564567129888,1.1320325059610765,2
4.837507219753867,3.8030400272879556,5.549532720577673,0.784045860922785,0
6.375908114977271,2.5372529871348917,3.9487813562516383,1.6950045907776707,0
6.025637872658411,2.985074070313456,3.4939462167520237,1.0611610761890917,0
5.809017573042845,3.266229218324051,5.644203906119754,0.520221252655577,2
5.9600788343354,2.9991077645224635,3.016428911321952,0.6128005313902589,1
6.173253210975089,3.440071553781391,1.2499815523203464,1.2631033620464693,1
5.428927505981762,3.1069192410638085,3.154545903263041,0.9904571047413473,0
4.886215402641915,2.8628012587435716,4.599960414766313,2.3271308439363914,2
4.781499885231792,2.7487935838834425,4.445839275959952,0.7146824400601277,2
6.4799772277385275,2.7406359225407844,4.93617313122671,1.4030852171317085,2
4.497657547866952,3.896817680135449,2.663670928545138,1.204223422187794,1
5.907028744623253,3.1432207750090715,3.8397666737113543,0.8135236796891865,0
4.540990526921494,3.7037602226480164,4.270592502462119,-0.33352504858367316,0
5.790977689847264,3.653345868568042,2.0491314633263435,2.54752466517135,2
5.532251226179252,3.4573912052747655,0.5567796479122462,1.1397895490416008,2
7.230532140090432,3.022270353268353,3.0890872259733766,2.515735767278348,1
7.553770655729764,3.4422881298907857,2.8414775927251235,0.713504814432486,2
6.785343612464943,2.6491189090994514,5.564284911758937,1.1772096971056225,0
6.192459804832141,3.392354102221464,7.7587157724869185,1.372964886726308,1
4.638809570619975,3.62175374633918,2.9255080860919183,0.7829811496996447,0
4.35672076139123,3.224883624392613,1.5373694023317608,0.022490594052324564,2
6.212272183346254,3.2497295502587438,3.5750741023354737,1.215156011304352,0
6.795788279750095,2.7715614367566426,2.031375453508476,0.5785705061272481,1
5.353412935164837,2.9044655150916054,3.7650061101222776,1.674862471537967,0
6.066040706517807,2.595041201845406,4.787851502645675,0.29082292952772826,2
4.968096895228738,4.050761427730768,4.697759212160921,0.6615404565937408,0
7.300022262463175,3.1387974062943793,5.963018780381233,1.176796512603345,1
4.630776677611402,3.080091317868337,3.3566087185937366,1.1957400756401653,2
6.953365959376725,3.342190480829985,4.6070211962173175,0.9656738704820316,0
5.507669366685584,2.604472587166818,3.699189608170009,0.9578704006323052,2
4.442449982757634,3.4957043668855334,3.9393047792873928,0.664259048855655,1
5.198668689265708,3.543689583266932,4.007305078553802,-0.09904620763777117,2
6.456759902548657,3.062663164557131,5.141635832060737,0.9693208851632855,2
5.0326108597199735,3.0465106364537657,3.0215344148086434,0.7281437096264807,0
3.585908999321883,2.5409909196679124,3.1965333839116115,1.6694791860031373,0
5.975959538793499,3.088350638735336,3.9701398516673305,0.6855325002986765,0
4.474713309638123,3.1655085192036134,4.072750680619195,1.00420572399419,0
7.3132793348491925,3.706555839467028,4.896506367747846,1.2587615301354074,1
5.201605651643863,3.2520284116014007,4.411365637575349,1.8632413075912604,2
5.5720079000165565,3.687363652524356,5.521318561464451,1.1831851723232458,1
4.9375577511755395,2.7369841621601414,4.942397793972468,1.1404401475947805,2
6.858294515978242,3.201473576274562,4.6495045347471216,1.1976386375727541,0
6.007693360008915,3.377928380293717,-0.3194638697262091,1.3602902412367874,0
5.803541948448818,2.926366137061143,6.7728064553071246,1.8526768051337226,2
5.512808065731511,2.9631200123512156,4.167440577371115,1.5139022631151862,0
5.85348429276403,2.101767023944305,2.3313491902628396,0.7101969995506451,2
4.705365784179877,3.2327688862794712,6.246990674785346,1.1360659437750371,2
5.490670940088967,3.4750820172056303,5.302514854732744,0.045448966446258066,2
4.380050298799668,2.934975529676802,1.0988753001643543,0.6347991323400219,0
6.214702502890853,1.9573721065506033,4.489156409402707,0.820523211343285,2
5.947001515792905,3.6379374036334933,4.907775028720591,0.9388071550903461,0
5.927434512174846,2.779549393039279,4.573249188441758,0.691569182518625,2
5.353181563911532,2.7486704872456986,4.5065306773320835,1.9824020930315003,2
5.888365577430658,2.7318370840160897,5.016635202861351,1.2694843683162356,1
7.260236466966435,3.467585309859378,4.1788627336872946,0.5060500934178577,0
6.306425972179199,3.8573155838527255,1.5219264695648795,2.036359422717454,1
4.789814539048068,3.542176392647227,-0.22697270748097154,1.6313978324296396,1
6.33667419486604,2.821056146768404,3.990804776060238,1.350729644882394,2
5.96741001034453,3.272833657640184,1.4303547540639565,1.5534477809149354,1
5.1021286097330485,3.1014818015022922,4.015828546663485,0.4007273739769306,1
5.80115083195602,2.9595972616930335,6.268541094960481,1.8466819528680851,2
5.50978488726914,3.4438946558389407,4.8256940826546915,1.2456984618357072,2
6.8899897714648315,2.427180019718078,3.8942357211679006,1.0200802983918278,2
5.971207951204305,3.39892318804517,2.9247465440364397,1.6256112107684264,0
5.615929459995033,3.379792137635412,2.6276215825001263,0.5956930072289915,0
5.735465956935419,2.544636374855426,0.2822423637536353,0.3879932461725576,0
6.079156884122691,3.5993377708726095,3.5612875517596723,0.9353373308592835,0
5.45988772108233,2.5044638380837734,3.5685687140655236,1.7686778408515123,2
6.91903571461367,2.9807600892350696,3.1926857536066815,1.2422870865653404,0
4.869810267033733,3.677288205056169,1.703147801001951,0.7198368176742551,1
6.009806500142422,2.6818548464723735,5.870392764496203,0.630313480787233,0
5.094629424228495,2.6570465460084085,7.059207110903143,0.8064870232004198,2
7.179557015692418,3.201150987522837,2.5608731141558416,1.4312204700440652,2
4.391941215586458,3.6696642229010252,6.591679878926932,1.4334484254742965,0
5.866989672834659,2.7269794308047914,1.4571255395495668,1.2451638189629055,0
7.902038296046671,3.5835536375830364,4.753811505722893,0.9975647174402924,0
6.376240875973138,2.3777340653636454,3.13157921362523,0.26960209082937125,0
6.604383344966652,3.1630907348233257,2.7574243504615588,0.7654394907999249,2
4.991377928160698,3.31589436013207,2.1524449009316564,1.4417541531299771,0
4.198438578932566,3.052827131399755,7.002577853181005,1.0852139646935186,1
4.9119070693853315,3.110739187765737,4.516810244665693,1.3432387005992632,2
6.197184463079054,3.14073260922576,3.633883402728914,0.6296944987813745,1
4.243196879949119,2.876007698861385,4.381977848899722,0.14205564682365013,0
5.154410083173865,2.776686135686274,4.5464116042315545,1.1291071478376524,2
5.666705214680524,3.1395967600587253,4.151100906295164,0.9594090394340834,1
6.012638749287321,3.4622723378212803,3.8257136298530434,0.6296833724047098,2
5.056398398969255,3.047602657905628,0.7874598948561276,0.7954060546632766,2
6.808577139297601,3.2382310474447653,2.539267275229639,0.8040834462603983,0
5.943385035571303,3.3256721109879828,1.511415487238009,0.8408082151552084,2
6.69251292398471,2.98976310767282,3.8955041615014414,0.304568275063979,2
6.680296444823405,2.5954908932130545,-0.21396971904977402,1.1636855946010114,0
5.278739790078266,2.6675838041990665,3.9941946401806754,1.249180252015314,1
7.46360062746709,3.382313699699806,2.456183908893224,0.9516901761555896,0
5.955149775558731,3.3648679145378555,4.170684992947689,1.2006891046113877,0
5.344678409303845,3.1917332313801987,4.598431179588719,0.7893334300130106,0
5.154858999052128,2.6149432122774785,6.03036141652838,0.9258139612858934,0
3.882673150288233,3.010209396782036,4.212320224415375,1.535239302087193,2
5.979117129683579,3.1823892872230544,3.579554083143309,1.2209884527600006,2
4.550747328397911,3.0878182191788404,2.3667448399032245,2.1606402587025,2
6.297201229058171,3.6625895723036277,2.8430768213356004,0.7244028408687189,2
5.119193340447699,3.3719287633499966,6.943788371568848,0.3999430811277769,0
6.0102893762189895,2.9176180389967454,2.604503339697677,1.3096865488655791,0
5.705136403658432,3.4321836214959234,4.056245577296018,1.250430075482111,0
6.237821433807993,2.9170913485712875,4.775682715329213,1.1176313871451418,0
6.759499604649994,2.5783195424825878,0.4204777627174989,0.6065654565561476,0
5.2473675283283905,2.5147245531210998,0.6448302532595171,0.8432048242996047,2
6.06101371801548,2.889868444182393,5.043970285268448,1.251503141713837,1
6.737515608157434,2.402805518840605,2.471111347182628,0.6894959319385633,0
6.153198390482933,2.597189750903905,3.4974202436153234,1.4453078415151674,0
5.4150460350342255,3.3692720873324253,0.8645159962999656,1.0064180599138786,2
3.9144334401896614,2.517267630889344,3.1560164804068513,1.197595297246378,1
5.183889619490402,3.428867829016024,4.38101654492481,1.3011171598173887,2
7.550301608727922,3.084829099649763,4.922567659249823,0.9766533097910473,1
4.542962760345049,3.0786255446480997,4.630699293870226,1.0115680805660174,1
6.531701613235024,3.4096613843547763,3.502922691431611,1.4403171693929275,1
5.886866104375866,2.8962287238747257,3.3777925052119104,0.5179148862529134,0
5.815514205074229,2.7090834400207435,2.5352582970434723,1.555884611703492,2
5.674662785983695,3.6345892277697907,5.608045378281953,1.0574876438956637,2
5.9683044303949835,3.714297336957136,3.515959532603919,0.5395000981365529,0
5.758720734810541,2.8980401093831443,2.1345779389651636,1.0598266140775598,1
4.878722615213357,3.6034197373442374,3.4877648134514794,1.5975262760207285,0
5.202334811551641,3.28908205774386,5.096674636256248,1.3633709258511608,0
6.330762931045196,3.020743084982438,2.877117757582158,1.0835283731120815,1
4.942856945086833,4.027420316307442,3.306487439775224,0.5509689427133231,1
5.493058187045202,3.4137143592508936,4.980967021237516,1.0198045202199972,0
9.167101010329635,2.8898351077718942,3.5614274866736384,1.0568565565709478,1
3.8384635425943063,3.1598872368811706,5.214302073922295,1.1262120177972192,0
6.8972583564419,2.8905387109607057,3.086320079678338,0.9535391353857416,2
